Başlık;Platform;Görsel URL;Link;Açıklama;Tarih;Hashtag
Sizce de zamanı gelmedi mi?;Instagram Post;media/posts/202209/17932807247326212.jpg;;"Sizce de zamanı gelmedi mi?
Geçen sene aklımda kalan çorba tarifleri vardı yapmaya başlayacağım.
İstediğiniz bir tarif varsa yazabilirsiniz, birlikte deneyip öğreniriz.

Photo by @nerimandemirci_ 

#handeninsofrası #çorba #çorbatarifleri";20.09.2022;#handeninsofrası #çorba #çorbatarifleri
Enginar konservede olunca pişme süresi daha kısalıyor çünkü ön bir pişirmeden...;Instagram Reel;media/reels/202209/18004927966476968.mp4;;"Enginar konservede olunca pişme süresi daha kısalıyor çünkü ön bir pişirmeden geçiriliyor.
Bu şekli fırında ya da ızgarada pişirmeye çok uygun. Yapraklarını sıyırarak yiyebildiğiniz için pilavla çok lezzetli oluyor. Salatalar için de kullanabilirsiniz😍

Fırın Enginarlı Pilav
Yarma kalp enginar @gurme_enginar 
Basmati pirinci 1 su bardağı 
Zeytinyağı 1/2 kahve fincanı
Tereyağı 1 yemek kaşığı
Tuz 1 tatlı kaşığı
Limon 1/2 adet
Kırmızı toz biber (tatlı) @gurme_enginar 
Pembe karabiber tane 1 tatlı kaşığı (şart değil)
Dereotu 2-3 dal
Maydanoz 2-3 dal
Taze soğan 2-3 adet
Kuru domates 8-10 adet @gurme_enginar

*Enginarı konserveden çıkartın suyunu süzün, fırın kabına dizin.
*Üzerine tuz, zeytinyağı, pembe karabiber ve kırmızı toz biber ekleyin.
*Önceden ısıtılmış 180-200 derece fırında 20-25dk kızartın.
*Basmati pirincini yıkayın, süzün.
*Kuru domatesi sıcak suda 5-10dk bekletin, yumuşasın.
*Tencereye biraz tereyağı ekleyin, üzerine pirinci ilave edin birkaç tur kavurun.
*1 su bardağı pirinç için 1,5 su bardağı sıcak su ekleyin.
*Et suyu ya da tavuk suyu da ilave edebilirsiniz.
*Pilavı kısık ateşte pişirin.
*Kuru domatesleri küp küp doğrayın.
*Pirinç, suyunu çekince kuru domatesleri ekleyin ve demlenmeye bırakın.
*Maydanoz, dereotu ve taze soğanı doğrayın.
*Demlenen pilava ilave edin, karıştırın.
*Servis tabağına önce pilavı sonra yanına fırından çıkan enginarları ekleyin.
Afiyet olsun.

#enginar #enginaryemeği #artichoke #ovenartichokes #basmati #basmatirice #enginartarifleri";19.09.2022;#enginar #enginaryemeği #artichoke #ovenartichokes #basmati #basmatirice #enginartarifleri
İlk önce hafif ve sağlıklı versiyonunu paylaşıyorum, asıl kızartma tarifi son...;Instagram Reel;media/reels/202209/17967268393852436.mp4;;"İlk önce hafif ve sağlıklı versiyonunu paylaşıyorum, asıl kızartma tarifi sonra gelecek 😻
Dolapta 1-2 tane kalan sebzeleri değerlendirebileceğiniz pratik bir tarif. 
💚
Fırın Kızartma
Kabak 1-2 adet
Kapya biber 2 adet
Yeşil biber 9-10 adet
Patlıcan 1-2 adet
Domates 2-3 adet
Sarımsak 2 diş
Zeytinyağı 1/2 çay bardağı
Tuz 1 tatlı kaşığı

*Önce tuzlu suda patlıcanları bekletin, acısı çıksın.
*Tüm sebzeleri doğrayın.
*Yağlı kağıt serilmiş fırın tepsisine dizin.
*Üzerlerine zeytinyağı ve tuz gezdirin.
*180-200 derece fırında 25-30 dk pişirin.
*Ayrı bir fırın kabına ya da tavada da yapabilirsiniz.
*Domates, sarımsak, zeytinyağı ve tuz ekleyin.
*Fırında ya da ocakta pişirin.
**** Domates az geldiği için ben konserve domates ekledim.
*Fırından çıkan sebzeleri servis tabağında birleştirince
*Üzerine domates sos ekleyin.
*Yanına yoğurt ile servis yapın.
Afiyet olsun. 

#handeninsofrası #kızartma #fırınkızartma #sebzeyemekleri #fırınyemekleri #patlıcanyemekleri #kabak #vegetables #vegetarianfood";16.09.2022;#handeninsofrası #kızartma #fırınkızartma #sebzeyemekleri #fırınyemekleri #patlıcanyemekleri #kabak #vegetables #vegetarianfood
Enginar pişirmeyi sanırım hepimiz öğrendik💚;Instagram Reel;media/reels/202209/17938328987363563.mp4;;"Enginar pişirmeyi sanırım hepimiz öğrendik💚
İçerisine eklemek istediklerinizi zevkinize göre çeşitlendirip, lezzetini arttırabilirsiniz. Bol yeşillikli, bezelyeli, deniz börülceli ya da pazılı yapabilirsiniz.🍴
Pazılı Enginar
Enginar 5-6 adet
Pazı 1 bağ
Taze soğan 3-4 adet
Zeytinyağı 1 kahve fincanı
Tuz 1 tatlı kaşığı
Karabiber 1/2 çay kaşığı
Üzerine;
Reyhan
Çiğ kabak çekirdeği içi

*Enginarın çanakları alta bakacak şekilde tencereye yan yana yerleştirin.
*Biraz zeytinyağı, tuz ve su ekleyin. 
*Su enginarın yarı seviyesinde olsun.
*Üzerini yağlı kağıt ile kapatın, sonra kapakla kapatın.
*Kısık ateşte 25-30dk pişirin.
*Enginarlar pişmeye yakın üzerine önce pazı saplarını sonra pazı yapraklarını ekleyin.
*Biraz tuz serpin ve kapağı kapatın.
*5-10dk içinde pazı yumuşar ve pişer.
*Kapağı açın ve taze soğan ilave edin. 1dk daha pişirin.
*Enginarları tabağa alın.
*Pazılara zeytinyağı ve karabiber ekleyin, karıştırın.
*Enginarların üzerine gezdirin.
*Son olarak biraz reyhan ve çiğ kabak çekirdeği içi gezdirin.
Afiyet olsun. 

#enginar #enginaryemeği #pazılıenginar #pazı #zeytinyağı #zeytinyagli #handeninsofrası #artichoke";14.09.2022;#enginar #enginaryemeği #pazılıenginar #pazı #zeytinyağı #zeytinyagli #handeninsofrası #artichoke
Mesleğim gereği yeme içme sektörünün içindeyim. Yeni yerler denemeye, özel ol...;Instagram Post;media/posts/202209/17924482136441123.jpg;;"Mesleğim gereği yeme içme sektörünün içindeyim. Yeni yerler denemeye, özel olanlara daha sık gitmeye ve farklı lezzetler tatmaya çalışıyorum. Sizinle de gittiğim restaurantlarla ilgili paylaşım yapmayı planlıyorum. Genelde yakın çevrem bu konuda fikrimi alır. Ara sıra buraya da koymak hepimize faydalı olur diye düşünüyorum.🍽🥂
Fikir aşamasındayım, önerilerinizi paylaşabilirsiniz. 🤍
🍺🍸🍷☕️🥢

#handeninsofrası #restaurant #restorant #neredeneyenir #yemeiçme #iyiyemek";13.09.2022;#handeninsofrası #restaurant #restorant #neredeneyenir #yemeiçme #iyiyemek
Havanın biraz soğuması yeterli benim çorba yapmam için😊;Instagram Reel;media/reels/202209/17922316529588923.mp4;;"Havanın biraz soğuması yeterli benim çorba yapmam için😊
Minestrone İtalyanların meşhur çorbasıdır. İçerisine sebze dışında makarna, bakliyat da eklenir. Benim en sevdiğim hali tamamen sebze ve tavukla olanı. Hilton’da çalışırken her hafta litrelerce tavuk suyu yapıp, bu çorbayı yapardık. Şimdi @gurvita_ nın içinde haşlanmış tavukların olduğu tavuk suyu ile yaptım. Çorbada üç aşama var; sebzelerin hazırlığı, tavuk suyu yapımı ve birleştirme. Lezzetli ama zahmeti çok oluyordu. Tavuk suyu ve içindeki haşlanmış tavuklarla direk pratik hale geldi. 1 kavanozdan 1 tencere çorba çıktı. Elimin altından eksik olmayacak bir ürün daha🙏🏻
📌
Tavuklu Minestrone Çorbası
Kabak 1 adet
Havuç 1 adet
Soğan 1 adet
Kapya biber 1 adet
Kereviz (1/2 kabak miktarı kadar)
Kereviz sapı 1 adet
Maydanoz 4-5 dal
Gurvita tavuk suyuna haşlanmış tavuk eti 1 şişe
Tuz 1 çay kaşığı
Karabiber 1/2 çay kaşığı
Zeytinyağı 4-5 yemek kaşığı
*Soğanı ince ince doğrayın.
*Kabak, havuç ve kapya biberi küçük küçük doğrayın, hepsi olabildiğince eşit boylarda olsun.
*Tencereye zeytinyağını dökün.
*Önce soğanı soteleyin.
*Üzerine havuç ekleyin ve 2-3 tur soteleyin.
*Kapya biberi de ilave edin ve sotelemeye devam edin.
*Kabak ve kerevizi de ekledikten sonra, bir tur karıştırın.
*Gurvita tavuk suyuna haşlanmış tavukları ekleyin.
*Aynı şişe boyutunda su ilave edin.
*Tuz ve karabiberi ekleyip çorbayı pişirin.
*Sebzeler yumuşayınca çorbaya kereviz sapı ve maydanoz ilave edin ocağı kapatın.
Afiyet olsun.

#tavuksuyu #minestronesoup #gurvita #çorba #sebzeçorbası #tavukçorbası #gurvitalıçorbalar #markaiçerikleri #tavukyemekleri";12.09.2022;#tavuksuyu #minestronesoup #gurvita #çorba #sebzeçorbası #tavukçorbası #gurvitalıçorbalar #markaiçerikleri #tavukyemekleri
Tek başına böylece ya da üzerine peynirle…;Instagram Reel;media/reels/202209/17959017376985304.mp4;;"Tek başına böylece ya da üzerine peynirle…
💚💚💚 
Kabak 2-3 adet
Bezelye 1 kase
Taze soğan 2 dal
Maydanoz 5-6 dal
Deniz börülcesi 1 adet
Zeytinyağı 1 kahve fincanı
Tuz 1 çay kaşığı
Chia tohumu 1 tatlı kaşığı 

*Kabağın iç kısmını kaşık yardımıyla çıkartın. 
(Kalan içleri yemeklere,omlete kullanabilirsiniz.)
*Bezelyeyi haşlayın.
*Deniz börülcesini haşlayın, kılçıklarından ayırın. (Deniz börülcesi yoksa dert değil kullanmayın.)
*Zeytinyağında kabağı soteleyin.
*Üzerine haşlanan bezelye ve deniz börülcesi ekleyin.
*Biraz taze soğan, biraz maydanoz biraz da tuz ilave edin.
*Servis tabağına alın. 
*Üzerine Chia tohumu ve zeytinyağı gezdirin.
*Dilerseniz mozzarella peyniri veya tulum peyniri ekleyebilirsiniz. 
Afiyet olsun.

#kabakyemeği #kabak #bezelye #denizbörülcesi #sağlıklıtarifler #handeninsofrası";09.09.2022;#kabakyemeği #kabak #bezelye #denizbörülcesi #sağlıklıtarifler #handeninsofrası
Cumartesi kahvaltısı💚;Instagram Reel;media/reels/202209/17954937575081760.mp4;;"Cumartesi kahvaltısı💚

#avokado #donates #kahvaltı #avocado #zeytinyağı #handeninsofrası";09.09.2022;#avokado #donates #kahvaltı #avocado #zeytinyağı #handeninsofrası
Az malzemeli ve çok lezzetli bir yemek.;Instagram Reel;media/reels/202209/17955124856041895.mp4;;"Az malzemeli ve çok lezzetli bir yemek. 
🧅🧄🍆🍅
Zeytinyağlı İmam Bayıldı
Patlıcan 4-5 adet
Domates 2-3 adet
Soğan 3-4 adet
Sarımsak 2-3 diş
Biber 1 adet
Zeytinyağı 1 kahve fincanı
Tuz 1 tatlı kaşığı
Şeker 1 çay kaşığı
Maydanoz 5-6 dal

*Patlıcanları pijama şeklinde soyun.
*2 parmak kalınlığında dilimleyin ve tuzlu suda bekletin.
*Soğanları piyazlık doğrayın, tencereye ekleyin.
*Üzerine sarımsak ve biberi de dilimleyin.
*Domateslerin kabuklarını soyun, küp küp doğrayın ve tencereye ekleyin.
*Tuz, şeker ve zeytinyağı da ilave edin.
*Patlıcanların suyunu sıkın ve tencereye yan yana dizin.
*Kısık ateşte pişirin.
*Patlıcanlar yumuşayınca bir tur ters çevirin.
*Patlıcanları pişince servis tabağına tek tek dizin.
*Tencerede kalan soğanlar eğer sulu kaldıysa suyunu çekene kadar pişirin.
*Maydanoz ekleyin.
*Soğanları patlıcanların üzerine ekleyin.
*Son olarak biraz maydanoz ve zeytinyağı da gezdirin. 
Afiyet olsun.

#handeninsofrası #patlıcanyemekleri #patlıcan #zeytinyağı #zeytinyağlılar #zeytinyağlıyemekler";07.09.2022;#handeninsofrası #patlıcanyemekleri #patlıcan #zeytinyağı #zeytinyağlılar #zeytinyağlıyemekler
Son paylaşımlarıma olan ilginiz için çok teşekkür ederim. 🙏🏻;Instagram Post;media/posts/202209/17852666798818248.jpg;;"Son paylaşımlarıma olan ilginiz için çok teşekkür ederim. 🙏🏻
Günü güzel bitiriyorum🤍
İyi geceler

#coffee";06.09.2022;#coffee
Keyifle yaptığım işlerden✨✨✨✨;Instagram Reel;media/reels/202209/17887375004701702.mp4;;"Keyifle yaptığım işlerden✨✨✨✨ 
@trmacaw fındık ezmesi ve yulafla yapılan lezzetli bir tarif. 
@dilrubatogrul 🧡 

#fındık #fındıkezmesi #macaw #oats #şeftali #yulaf #markaiçerikleri";05.09.2022;#fındık #fındıkezmesi #macaw #oats #şeftali #yulaf #markaiçerikleri
Cuma akşamı için klasik bir lezzet🥰;Instagram Reel;media/reels/202209/18028512316395155.mp4;;"Cuma akşamı için klasik bir lezzet🥰

Barbunya pilaki
Barbunya 1 büyük kase
Rende domates 1 kase 
(yazlık konserve)
Soğan 2 adet
Sarımsak 1 büyük diş
Zeytinyağı 4-5 yemek kaşığı
Tuz 1 tatlı kaşığı
Şeker 1 tatlı kaşığı
Yeşil biber 1 adet

*Soğan ve sarımsağı soteleyin.
*Tüm malzemeleri tencereye ekleyin.
*Barbunyaların hizasında sıcak su ilave edin. 
*Kaynayınca altını kısın 1 saate yakın pişirin. 
*Soğuduğunda servis yapın. 
Afiyet olsun. 

#barbunyapilaki #barbunya #meze #mezetarifleri #handeninsofrası";02.09.2022;#barbunyapilaki #barbunya #meze #mezetarifleri #handeninsofrası
Haftanın enginar tarifi mevsimin lezzetleri şeftali ve deniz börülcesiyle🧡;Instagram Reel;media/reels/202208/18137192176302961.mp4;;"Haftanın enginar tarifi mevsimin lezzetleri şeftali ve deniz börülcesiyle🧡
Deniz börülceli enginar
Enginar 6-8 adet
Deniz börülcesi 1 bağ
Şeftali 1/4 adet
Reyhan 1-2 dal
Zeytinyağı 1 kahve fincanı 
Tuz 1 çat kaşığı
Limon 1/2 adet
Karbonat 1 çay kaşığı

*Önce enginardan başlayın, tencereye çanakları alta bakacak şekilde dizin.
*Üzerine tuz, limon, zeytinyağı ve su ekleyin.
*Su enginarların yarı belinde olsun.
*Yağlı kağıt kapatın sonra tencerenin kapağını kapatın.
*Önce yüksek ateş, kaynayınca kısık ateşe alın ve 25-30dk pişirin.
*Kaynayan suyu tencereye koyun.
*Üzerine deniz börülcesi ve karbonat ekleyin.
*Karbonat deniz börülcesinin kolay soyulmasını sağlayacaktır.
*Yaklaşık 10-20dk pişirin.
*Soğuk suya alın, kılçıklarını temizleyin.
*Enginarları bir kaba alın.
*Çanak kısımları yukarı bakacak şekilde tabağa dizin.
*Enginarın suyunu deniz börülcesinin ekleyin.(deniz börülcesinin suyunu mutlaka süzün öyle enginarın suyunu ekleyin)
*Eğer suyu fazlaysa hepsini kullanmayın.
*Deniz börülcelerini enginar çanaklarının içine kaşık yardımıyla doldurun.
*Üzerine suyundan gezdirin.
*Son olarak şeftali ve reyhan ekleyin. 
*Zeytinyağı gezdirin. 
Afiyet olsun✨

#enginar #enginaryemeği #denizbörülcesi #denizbörülcelienginar #handeninsofrası #artichoke";31.08.2022;#enginar #enginaryemeği #denizbörülcesi #denizbörülcelienginar #handeninsofrası #artichoke
Semizotu salatası en çok yaptığım meze. Bazen üzerine meyve, bazen nane, baze...;Instagram Post;media/posts/202208/17861848385788253.jpg;;"Semizotu salatası en çok yaptığım meze. Bazen üzerine meyve, bazen nane, bazen de reyhan ekleyerek aromasını arttırıyorum. Dikkat etmeniz gereken sarımsağı abartmamak ve süzme yoğurt kullanmak👍🏻
Photo by @nerimandemirci_ 
#semizotu #semizotusalatası #meze #handeninsofrası";30.08.2022;#semizotu #semizotusalatası #meze #handeninsofrası
Şeftalinin ılık halini mutlaka salatanızda deneyin.;Instagram Reel;media/reels/202208/17886913001696993.mp4;;"Şeftalinin ılık halini mutlaka salatanızda deneyin. 
Biraz sert bir şeftali olursa dağılmaz, yumuşak olanları kullanmayın.
🥬🥬
Şeftalili ve hellimli yeşil salata
Kinoa 3-4 yemek kaşığı (haşlanmış)
Zeytinyağı 4-5 yemek kaşığı
Limon 1/2 
Şeftali 1/2 adet
Hellim peyniri 4-5 dilim
Mayi sprey tuz 5,6 fıs 

Yeşilliklerin iyi yıkanmış ve kurutulmuş olmasına dikkate edin.
Bir kasede yeşillikler, haşlanmış kinoa, zeytinyağı, limon ve tuzu ekleyin. Karıştırın.
Tavada hellim peyniri ve şeftali dilimlerini biraz zeytinyağı ekleyip kızartın.
Salatanın üzerine ekleyin.
Afiyet olsun. 
#yeşilsalata #kinoa #şeftali #hellimpeyniri #handeninsofrası";26.08.2022;#yeşilsalata #kinoa #şeftali #hellimpeyniri #handeninsofrası
Enginar aşkı bitmiyor🤍;Instagram Reel;media/reels/202208/17957614450864571.mp4;;"Enginar aşkı bitmiyor🤍
Semizotlu Enginar 
Enginar 6-8 adet
Semizotu 1 bağ
Dereotu 3-4 dal
Taze soğan 2 adet
Limon 1 adet
Reyhan 1 dal
Kuru domates (yumuşatılmış) 8-10 adet
Tuz 1 tatlı kaşığı
Zeytinyağı 1 çay bardağı
*Enginarın çanakları alta bakacak şekilde tencereye dizin.
*1/2 limonun suyunu sıkın ve limonu enginarların ortasına bırakın.
*Tuz, 4-5 yemek kaşığı zeytinyağı
*Enginarların yarı hizasında su ekleyin. 
*Önce yağlı kağıt(ortasında ufak bir delik açılmış) sonra tencerenin kapağı kapatın. 
*Kaynayınca altını kısın. Yaklaşık 25-30dk pişirin.
*Enginar pişerken salatasının hazırlığını yapın.
*Semizotlarının kalın sap kısımlarını ayırın.
*Taze soğanı doğrayın.
*Enginar pişince bir taban alın.
*Kalan suyu çok geldiyse bir kısmını süzün.
*Suyu kalmadıysa dert değil bir iki kaşık su ekleyin. 
*Tencereye taze soğan, dereotu, reyhan ve semizotunu ilave edin.
*1/2 limon sıkın
*Kuru domatesleri de ekleyin.
*yeşilliklere göre çok az tuz ilave edin.
*Zeytinyağının çoğunu şimdi gezdirin, karıştırın.
*enginarı dilimleyin, servis tabağına koyun.
*Üzerine semizotu salatasını ekleyin.
*Biraz salatanın suyundan ve isterseniz tekrar zeytinyağı gezdirin. 
Afiyet olsun.

#handeninsofrası #enginar #enginaryemeği";24.08.2022;#handeninsofrası #enginar #enginaryemeği
Mısır 🌽;Instagram Post;media/posts/202208/17931819257436811.jpg;;"Mısır 🌽 
Dün, bugün, önceki gün hatta son zamanlardaki gibi sıcak havada buzdolabında görmeyi en çok istediğim bir mısır🌽bir karpuz 🍉 bir de buz gibi su 💧 
İster direkt haşlayın isterseniz de haşladıktan sonra biraz tereyağında soteleyin, tuz ve maydanoz da eklemeyi unutmayın. 

Photo by @nerimandemirci_ 
#mısır #ağustos #handeninsofrası";23.08.2022;#mısır #ağustos #handeninsofrası
Mevsiminde…;Instagram Reel;media/reels/202208/17949911227967488.mp4;;"Mevsiminde…
Fırında bamya
250gr bamya
Tuz
Karabiber
1/4 çay kaşığı tane kimyon
1/4 limon
1 yemek kaşığı zeytinyağı 
2 yemek kaşığı süzme yoğurt
1 çay kaşığı sumak
1/4 sarımsak
*fırını 180 dereceye ayarlayın.
*bamyaların sap kısımlarını hafif yan kesin ve bıyıklarını temizleyin.
*yağlı kağıt serilmiş fırın tepsisine bamyaları dizin, tuz, karabiber, zeytinyağı, limon ve tane kimyon ekleyip fırınlayın.
*10-15 dk yeterli olacaktır.
*bir kaba süzme yoğurt, tuz, rende sarımsak ve sumak ekleyip karıştırın.
*tabağa önce sumaklı yoğurdu sonra fırından çıkan bamyaları koyarak servis yapın.

Not: 2019 da çektiğimiz sofralardan tarif.🙏🏻
Photo by @nerimandemirci_";16.08.2022;
Aşure;Instagram Reel;media/reels/202208/17991701728477198.mp4;;"Aşure
2 su bardağı buğday
1 su bardağı nohut 
1 su bardağı kuru fasulye 
4 su bardağı şeker ( max 6 su bardağı )
1 kase kuru incir
1 kase kuru kayısı
1 kase kuru üzüm
1 paket kuş üzümü
1 kase tuzsuz fıstık
1 kase fındık
badem
Nane (süslemek için)
Kavrulmuş susam (süslemek için)
18 su bardağı sıcak su
1 adet çubuk tarçın
8 adet karanfil
1 kase ceviz
1 adet nar
Hazırlık👇👇👇
*tencereye nohutu dökün, üzerini geçene kadar suyla doldurun ve 1 gece bekletin.
*ayrı bir tencereye fasulyeyi dökün, üzerini geçene kadar suyla doldurun ve 1 gece bekletin.
*buğdayı 7-8 defa bol suyla yıkayın. Tencereye dökün, üzerini geçene kadar suyla doldurun ve bir taşım kaynatın. Kaynayınca ocağın altını kapatın. Tencerenin kapağını kapatın ve 1 gece bekletin.
Ertesi gün👇👇👇
*buğday suyun hepsini çekmediyse; süzün ve üzerine 18 su bardağı sıcak su ve 1 adet çubuk tarçını ekleyin. Ocağın altını açın, kaynadıkça karıştırın.
*diğer tarafta nohut ve fasulyeyi ayrı ayrı haşlayın.
*inciri ve kayısıyı doğrayın, üzerine sıcak su ekleyin ve kenarda bekletin.
*haşlanan nohut ve fasulyeyi süzün, pişen buğdayın içerisine ekleyin. Sık sık karıştırın ki buğday yapışmasın.
*şekeri 4 su bardağı ekleyin ve eğer tadı size uymazsa eklemeye devam edin. En fazla 6 su bardağı eklemelisiniz.
*suda bekleyen kuru meyveleri süzün ve tencereye ekleyin.
*karanfil, fıstık, kuş üzümü, badem ve fındığı da ilave edin.
*servis tabaklarına koyun ve soğuması için bekletin.
*üzerini süslemek için nar , kavurulmuş susam ve içinde kullandığınız kuru meyveleri kullanabilirsiniz.
#handeninsofrası #aşure #aşuretarifi";13.08.2022;#handeninsofrası #aşure #aşuretarifi
Malzemelerin hepsini Gaziantep’ten alıp gelmiştim. Lezzetine çok fark kattı a...;Instagram Reel;media/reels/202208/18308404879018098.mp4;;"Malzemelerin hepsini Gaziantep’ten alıp gelmiştim. Lezzetine çok fark kattı ama tabi orada yapılanlar her zaman başka😍😍
🍽
Kuru Dolma
Kuru patlıcan, biber, kabak 25-30 adet 
Domates salçası 1 yemek kaşığı
Biber salçası 1/2 yemek kaşığı
Nar ekşisi 1-2 yemek kaşığı 
Sumak 1 çay kaşığı
Karabiber 1 çay kaşığı
Tuz 1 tatlı kaşığı
Pirinç 1 su bardağı 
Zeytinyağı 1 kahve fincanı
Kuru soğan 2-3 adet 

*Kuru soğanı ince ince doğrayın. Zeytinyağında kavurun.
*Soğanı iyi kavurmak önemli✔️
*Domates ve biber salçasını da ilave edin ve sotelemeye devam edin. 
*Üzerine yıkanmış, süzülmüş pirinç ekleyin.
*Nar ekşisi ve baharatları ilave edin. 
*Pirinçlerin üzerine kadar sıcak su ekleyip demlendirin. 
*Tüm kurulukları kaynayan suda haşlayın. En geç patlıcan yumuşuyor. En hızlı da kabak.
*Demlenen pirinci kuru biberlerin içlerine doldurun ve ağız kısımlarını sıkın. 
*Tencerenin altına tabak koyun üzerine dolmaları dizin. En üste tekrar tabak kapatın. 
*Tabağın seviyesinde sıcak su ilave edin, pişirin. 
Dinlendikçe lezzetli oluyor, soğudukça güzelleşiyor❤️

#handeninsofrası #kurudolma";05.08.2022;#handeninsofrası #kurudolma
10K;Instagram Post;media/posts/202208/18027786832381053.jpg;;"10K
Bildiklerimi paylaşmak için başladığım instagram sayfamda bazı takipçilerimle arkadaş olduk. Bazen kendimde paylaşma gücü bulamadığımda beni motive ettiler ve yeniden üretmemi sağladılar. Hiç acele etmedik, keyifle büyüdük ve şimdi 10k olduk🙏🏻

Aramıza yeni katılanlar için ben Hande. Yaklaşık 10 yıl boyunca profesyonel olarak mutfaklarda aşçılık yaptım. Şimdi instagrama içerik oluşturuyorum. Markaların ürünlerine özel tarifler üretiyorum ve danışmanlık yapıyorum. Bu zamana kadarki edindiğim deneyimlerimi de bu kanaldan sizinle paylaşmayı çabalıyorum. Amacım,  kendi bildiklerimle size ufuk açmak ve aynı şekilde sizden de öğrenerek yeni tarifler geliştirmek. Bunları yaparken de ulaşılabilir malzemeyle pratik ve şık tabaklar sunmak. 
Beğenir ve tarzımızın uyacağını düşündüğünüz sevdiklerinize beni tavsiye ederseniz çok sevinirim. 
Birlikte büyüyelim🙏🏻

#10k #handeninsofrası";02.08.2022;#10k #handeninsofrası
Dilruba @dilrubatogrul ile birkaç yıl önce tanıştık, birlikte güzel işler yap...;Instagram Reel;media/reels/202207/17915317304570220.mp4;;"Dilruba @dilrubatogrul ile birkaç yıl önce tanıştık, birlikte güzel işler yaptık. O zaman böyle bir markası yoktu. Bu yıl hayalleri gerçekleşti ve @trmacaw ortaya çıktı. Ürünlerini geliştirmeye devam ediyor. Süreçlerine şahit olmak, heyecanını paylaşmak çok keyifli. Tabi ürünlerinin tadına bakıp birlikte nasıl güzel içerikler üretiriz diye kafa yormamız da başka keyif. Bu sefer fındık ezmesi ve çiğ fındıkla pratik bir tarif yaptık.☕️❤️ Detayları @trmacaw instagram sayfasında bulabilirsiniz. 

#macaw";31.07.2022;#macaw
Yaz mezeleri tariflerinden klasik közlenmiş patlıcana ufak bir zahter ilavesi...;Instagram Reel;media/reels/202207/18148991953257567.mp4;;"Yaz mezeleri tariflerinden klasik közlenmiş patlıcana ufak bir zahter ilavesiyle tadını başka bir lezzete dönüştürebilirsiniz 🥂
Közlenmiş patlıcan 🍆 
Patlıcan 2 adet
Süzme yoğurt 3-4 yemek kaşığı
Sarımsak 1 küçük diş
Tuz 1 çay kaşığı
Toz zahter 1 çay kaşığı
Kırmızı toz biber 1 çay kaşığı
Tereyağı 1 yemek kaşığı
*Patlıcanların üzerine bıçakla delik açın,
közlerken patlamasın.
*Yumuşayana kadar közleyin.
*Süzme yoğurdu geniş bir kaseye alın, üzerine sarımsağı ezip  ekleyin, karıştırın.
*Biraz yoğunluğunu açmak için içme suyu ilave edin.
*Servis tabağına kenarlarında boşluk kalacak şekilde yayın.
*Közlenen patlıcanları soyun, sap kısmını kesin.
*Uzun kısmından dilimleyin.
*Süzme yoğurdun üzerine dilimlenen patlıcanları koyun.
*Ufak bir tavada tereyağını eritin, ocağı kapatın.
*Kapattığınız gibi kırmızı toz biber ve toz zahter ekleyin, karıştırın.
*Patlıcanların üzerine gezdirin.
*Son olarak biraz toz zahter ve kabak çekirdeği içi ekleyin.
Afiyet olsun.
#patlıcanyemekleri #handeninsofrası #meze";27.07.2022;#patlıcanyemekleri #handeninsofrası #meze
Çıralı 2022;Instagram Post;media/posts/202207/17947345690950878.jpg;;"Çıralı 2022
🏝⛰

#çıralı";24.07.2022;#çıralı
Yaz tarifleri💚💚;Instagram Reel;media/reels/202207/17969467639674096.mp4;;"Yaz tarifleri💚💚
Fırında kızartma
Patlıcan 2 adet
Kabak 2 adet
Kırmızı biber 2 adet
Süzme yoğurt 3-4 yemek kaşığı
Sarımsak 1 küçük diş
Tuz 1 çay kaşığı
Tahin 3 yemek kaşığı
Zeytinyağı 5-6 yemek kaşığı 
*Patlıcanı pijama şeklinde soyun.
*Geniş bir kabın içine su ve biraz tuz koyun.
*Patlıcanları küp küp doğrayıp tuzlu suya ekleyin, acısı gitsin.
*kabak ve biberleri de eşit boylarda doğrayın.
*Fırın tepsisine yağlı kağıt serin, üzerine doğranan sebzeleri dizin.
*Biraz tuz biraz da zeytinyağı gezdirin.
*Önceden ısıtılmış 200 derece fırında 25-30dk sebzeler kızarana kadar pişirin.
*Ara sıra karıştırabilirsiniz.
*Süzme yoğurt, tuz, sarımsak ve tahini bir kaba alın.
*Azar azar 1/2 kahve fincanı kadar içme suyu ekleyin, süzme yoğurdun kıvamı biraz açın. 
*Servis tabağına önce süzme yoğurt sonra üzerine fırından çıkan sebzeleri ekleyin.
*dilerseniz biraz doğranmış maydanoz ve zeytinyağı ilave edin.
Afiyet olsun.
#fırınkızartma #handeninsofrası";21.07.2022;#fırınkızartma #handeninsofrası
Yazın vazgeçilmezi✔️;Instagram Post;media/posts/202207/18148056817249998.jpg;;"Yazın vazgeçilmezi✔️
Patates, bol domatesli çoban ya da yunan salatası ve bonus olarak kızartma💙💙💙💙
Buz gibi karpuz da olsa tam olurdu🍻

#yazsofraları";19.07.2022;#yazsofraları
